,model,num_cores,WER,sample_id,engine,run_id,time,text_len,audio_len
8653,QuartzNet15x5Base-En,?,0.0,3660-172182-0022,NeMo,4,0.13793838396668434,33,2.205
8654,QuartzNet15x5Base-En,?,0.0,3660-172182-0022,NeMo,5,0.13970661163330078,33,2.205
8655,stt_en_citrinet_256,?,0.0,3660-172182-0022,NeMo,1,0.1198598500341177,33,2.205
8656,stt_en_citrinet_256,?,0.0,3660-172182-0022,NeMo,2,0.1233044657856226,33,2.205
8657,stt_en_citrinet_256,?,0.0,3660-172182-0022,NeMo,3,0.11509793624281883,33,2.205
8658,stt_en_citrinet_256,?,0.0,3660-172182-0022,NeMo,4,0.10987009853124619,33,2.205
8659,stt_en_citrinet_256,?,0.0,3660-172182-0022,NeMo,5,0.11322651989758015,33,2.205
8660,QuartzNet15x5Base-En,?,0.07692307692307693,3660-172182-0023,NeMo,1,0.20529031194746494,71,4.58
8661,QuartzNet15x5Base-En,?,0.07692307692307693,3660-172182-0023,NeMo,2,0.18961317650973797,71,4.58
8662,QuartzNet15x5Base-En,?,0.07692307692307693,3660-172182-0023,NeMo,3,0.1882754098623991,71,4.58
8663,QuartzNet15x5Base-En,?,0.07692307692307693,3660-172182-0023,NeMo,4,0.19176059029996395,71,4.58
8664,QuartzNet15x5Base-En,?,0.07692307692307693,3660-172182-0023,NeMo,5,0.18817623518407345,71,4.58
8665,stt_en_citrinet_256,?,0.07692307692307693,3660-172182-0023,NeMo,1,0.1611805409193039,71,4.58
8666,stt_en_citrinet_256,?,0.07692307692307693,3660-172182-0023,NeMo,2,0.14853433892130852,71,4.58
8667,stt_en_citrinet_256,?,0.07692307692307693,3660-172182-0023,NeMo,3,0.13528701663017273,71,4.58
8668,stt_en_citrinet_256,?,0.07692307692307693,3660-172182-0023,NeMo,4,0.13550316356122494,71,4.58
8669,stt_en_citrinet_256,?,0.07692307692307693,3660-172182-0023,NeMo,5,0.1316906213760376,71,4.58
8670,QuartzNet15x5Base-En,?,0.11764705882352941,3660-172182-0024,NeMo,1,0.2921309042721987,94,7.38
8671,QuartzNet15x5Base-En,?,0.11764705882352941,3660-172182-0024,NeMo,2,0.25914050824940205,94,7.38
8672,QuartzNet15x5Base-En,?,0.11764705882352941,3660-172182-0024,NeMo,3,0.2528577782213688,94,7.38
8673,QuartzNet15x5Base-En,?,0.11764705882352941,3660-172182-0024,NeMo,4,0.2519909292459488,94,7.38
8674,QuartzNet15x5Base-En,?,0.11764705882352941,3660-172182-0024,NeMo,5,0.25932682678103447,94,7.38
8675,stt_en_citrinet_256,?,0.17647058823529413,3660-172182-0024,NeMo,1,0.18777642585337162,94,7.38
8676,stt_en_citrinet_256,?,0.17647058823529413,3660-172182-0024,NeMo,2,0.16525295935571194,94,7.38
8677,stt_en_citrinet_256,?,0.17647058823529413,3660-172182-0024,NeMo,3,0.15999436005949974,94,7.38
8678,stt_en_citrinet_256,?,0.17647058823529413,3660-172182-0024,NeMo,4,0.15846512280404568,94,7.38
8679,stt_en_citrinet_256,?,0.17647058823529413,3660-172182-0024,NeMo,5,0.16592496447265148,94,7.38
8680,QuartzNet15x5Base-En,?,0.0,3660-172182-0025,NeMo,1,0.15985285677015781,39,2.535
8681,QuartzNet15x5Base-En,?,0.0,3660-172182-0025,NeMo,2,0.14835668727755547,39,2.535
8682,QuartzNet15x5Base-En,?,0.0,3660-172182-0025,NeMo,3,0.15606964565813541,39,2.535
8683,QuartzNet15x5Base-En,?,0.0,3660-172182-0025,NeMo,4,0.14808650314807892,39,2.535
8684,QuartzNet15x5Base-En,?,0.0,3660-172182-0025,NeMo,5,0.14288511872291565,39,2.535
8685,stt_en_citrinet_256,?,0.0,3660-172182-0025,NeMo,1,0.12080448679625988,39,2.535
8686,stt_en_citrinet_256,?,0.0,3660-172182-0025,NeMo,2,0.1232614703476429,39,2.535
8687,stt_en_citrinet_256,?,0.0,3660-172182-0025,NeMo,3,0.11129551753401756,39,2.535
8688,stt_en_citrinet_256,?,0.0,3660-172182-0025,NeMo,4,0.10961024463176727,39,2.535
8689,stt_en_citrinet_256,?,0.0,3660-172182-0025,NeMo,5,0.11452536098659039,39,2.535
8690,QuartzNet15x5Base-En,?,0.030303030303030304,3660-172182-0026,NeMo,1,0.33358812145888805,166,9.845
8691,QuartzNet15x5Base-En,?,0.030303030303030304,3660-172182-0026,NeMo,2,0.31974801048636436,166,9.845
8692,QuartzNet15x5Base-En,?,0.030303030303030304,3660-172182-0026,NeMo,3,0.31467608734965324,166,9.845
8693,QuartzNet15x5Base-En,?,0.030303030303030304,3660-172182-0026,NeMo,4,0.31944816187024117,166,9.845
8694,QuartzNet15x5Base-En,?,0.030303030303030304,3660-172182-0026,NeMo,5,0.30750914849340916,166,9.845
8695,stt_en_citrinet_256,?,0.0,3660-172182-0026,NeMo,1,0.19472390972077847,166,9.845
8696,stt_en_citrinet_256,?,0.0,3660-172182-0026,NeMo,2,0.17652343958616257,166,9.845
8697,stt_en_citrinet_256,?,0.0,3660-172182-0026,NeMo,3,0.18246795609593391,166,9.845
8698,stt_en_citrinet_256,?,0.0,3660-172182-0026,NeMo,4,0.1775298323482275,166,9.845
8699,stt_en_citrinet_256,?,0.0,3660-172182-0026,NeMo,5,0.17531216517090797,166,9.845
8700,QuartzNet15x5Base-En,?,0.0,3660-172182-0027,NeMo,1,0.27924822457134724,108,6.79
8701,QuartzNet15x5Base-En,?,0.0,3660-172182-0027,NeMo,2,0.2374836727976799,108,6.79
8702,QuartzNet15x5Base-En,?,0.0,3660-172182-0027,NeMo,3,0.24064649641513824,108,6.79
8703,QuartzNet15x5Base-En,?,0.0,3660-172182-0027,NeMo,4,0.23445281758904457,108,6.79
8704,QuartzNet15x5Base-En,?,0.0,3660-172182-0027,NeMo,5,0.24628868326544762,108,6.79
8705,stt_en_citrinet_256,?,0.043478260869565216,3660-172182-0027,NeMo,1,0.1716154720634222,108,6.79
8706,stt_en_citrinet_256,?,0.043478260869565216,3660-172182-0027,NeMo,2,0.15133533254265785,108,6.79
8707,stt_en_citrinet_256,?,0.043478260869565216,3660-172182-0027,NeMo,3,0.1549989879131317,108,6.79
8708,stt_en_citrinet_256,?,0.043478260869565216,3660-172182-0027,NeMo,4,0.15434823371469975,108,6.79
8709,stt_en_citrinet_256,?,0.043478260869565216,3660-172182-0027,NeMo,5,0.15396557562053204,108,6.79
8710,QuartzNet15x5Base-En,?,0.0,3660-172182-0028,NeMo,1,0.2750106491148472,98,6.55
8711,QuartzNet15x5Base-En,?,0.0,3660-172182-0028,NeMo,2,0.23283854126930237,98,6.55
8712,QuartzNet15x5Base-En,?,0.0,3660-172182-0028,NeMo,3,0.23794685490429401,98,6.55
8713,QuartzNet15x5Base-En,?,0.0,3660-172182-0028,NeMo,4,0.22831382974982262,98,6.55
8714,QuartzNet15x5Base-En,?,0.0,3660-172182-0028,NeMo,5,0.23589822836220264,98,6.55
8715,stt_en_citrinet_256,?,0.0,3660-172182-0028,NeMo,1,0.17496945150196552,98,6.55
8716,stt_en_citrinet_256,?,0.0,3660-172182-0028,NeMo,2,0.16145703755319118,98,6.55
8717,stt_en_citrinet_256,?,0.0,3660-172182-0028,NeMo,3,0.15493839979171753,98,6.55
8718,stt_en_citrinet_256,?,0.0,3660-172182-0028,NeMo,4,0.15276427753269672,98,6.55
8719,stt_en_citrinet_256,?,0.0,3660-172182-0028,NeMo,5,0.14985342882573605,98,6.55
8720,QuartzNet15x5Base-En,?,0.0625,3660-172182-0029,NeMo,1,0.24653704464435577,101,6.11
8721,QuartzNet15x5Base-En,?,0.0625,3660-172182-0029,NeMo,2,0.2218101304024458,101,6.11
8722,QuartzNet15x5Base-En,?,0.0625,3660-172182-0029,NeMo,3,0.22503381595015526,101,6.11
8723,QuartzNet15x5Base-En,?,0.0625,3660-172182-0029,NeMo,4,0.22334581054747105,101,6.11
8724,QuartzNet15x5Base-En,?,0.0625,3660-172182-0029,NeMo,5,0.22660109214484692,101,6.11
8725,stt_en_citrinet_256,?,0.25,3660-172182-0029,NeMo,1,0.16438695788383484,101,6.11
8726,stt_en_citrinet_256,?,0.25,3660-172182-0029,NeMo,2,0.15116303600370884,101,6.11
8727,stt_en_citrinet_256,?,0.25,3660-172182-0029,NeMo,3,0.1480801533907652,101,6.11
8728,stt_en_citrinet_256,?,0.25,3660-172182-0029,NeMo,4,0.14395718649029732,101,6.11
8729,stt_en_citrinet_256,?,0.25,3660-172182-0029,NeMo,5,0.14270923659205437,101,6.11
8730,QuartzNet15x5Base-En,?,0.07142857142857142,3660-172182-0030,NeMo,1,0.42956570722162724,227,13.56
8731,QuartzNet15x5Base-En,?,0.07142857142857142,3660-172182-0030,NeMo,2,0.39882583543658257,227,13.56
8732,QuartzNet15x5Base-En,?,0.07142857142857142,3660-172182-0030,NeMo,3,0.3957306407392025,227,13.56
8733,QuartzNet15x5Base-En,?,0.07142857142857142,3660-172182-0030,NeMo,4,0.4117863830178976,227,13.56
8734,QuartzNet15x5Base-En,?,0.07142857142857142,3660-172182-0030,NeMo,5,0.3860365077853203,227,13.56
8735,stt_en_citrinet_256,?,0.07142857142857142,3660-172182-0030,NeMo,1,0.22375492006540298,227,13.56
8736,stt_en_citrinet_256,?,0.07142857142857142,3660-172182-0030,NeMo,2,0.1994748916476965,227,13.56
8737,stt_en_citrinet_256,?,0.07142857142857142,3660-172182-0030,NeMo,3,0.21478003449738026,227,13.56
8738,stt_en_citrinet_256,?,0.07142857142857142,3660-172182-0030,NeMo,4,0.20898310467600822,227,13.56
8739,stt_en_citrinet_256,?,0.07142857142857142,3660-172182-0030,NeMo,5,0.19888228364288807,227,13.56
8740,QuartzNet15x5Base-En,?,0.1111111111111111,3660-172182-0031,NeMo,1,0.1820746213197708,51,3.85
8741,QuartzNet15x5Base-En,?,0.1111111111111111,3660-172182-0031,NeMo,2,0.17038705945014954,51,3.85
8742,QuartzNet15x5Base-En,?,0.1111111111111111,3660-172182-0031,NeMo,3,0.17199616134166718,51,3.85
8743,QuartzNet15x5Base-En,?,0.1111111111111111,3660-172182-0031,NeMo,4,0.17765810526907444,51,3.85
8744,QuartzNet15x5Base-En,?,0.1111111111111111,3660-172182-0031,NeMo,5,0.1723545379936695,51,3.85
8745,stt_en_citrinet_256,?,0.1111111111111111,3660-172182-0031,NeMo,1,0.14943411201238632,51,3.85
8746,stt_en_citrinet_256,?,0.1111111111111111,3660-172182-0031,NeMo,2,0.13532953336834908,51,3.85
8747,stt_en_citrinet_256,?,0.1111111111111111,3660-172182-0031,NeMo,3,0.13421656750142574,51,3.85
8748,stt_en_citrinet_256,?,0.1111111111111111,3660-172182-0031,NeMo,4,0.1294761411845684,51,3.85
8749,stt_en_citrinet_256,?,0.1111111111111111,3660-172182-0031,NeMo,5,0.13000395148992538,51,3.85
8750,QuartzNet15x5Base-En,?,0.0625,3660-172182-0032,NeMo,1,0.22313643246889114,82,5.325
8751,QuartzNet15x5Base-En,?,0.0625,3660-172182-0032,NeMo,2,0.20791930705308914,82,5.325
8752,QuartzNet15x5Base-En,?,0.0625,3660-172182-0032,NeMo,3,0.21096379309892654,82,5.325
8753,QuartzNet15x5Base-En,?,0.0625,3660-172182-0032,NeMo,4,0.20889176055788994,82,5.325
8754,QuartzNet15x5Base-En,?,0.0625,3660-172182-0032,NeMo,5,0.20590492896735668,82,5.325
8755,stt_en_citrinet_256,?,0.0625,3660-172182-0032,NeMo,1,0.15484214015305042,82,5.325
8756,stt_en_citrinet_256,?,0.0625,3660-172182-0032,NeMo,2,0.14046159945428371,82,5.325
8757,stt_en_citrinet_256,?,0.0625,3660-172182-0032,NeMo,3,0.14324616082012653,82,5.325
8758,stt_en_citrinet_256,?,0.0625,3660-172182-0032,NeMo,4,0.1465648766607046,82,5.325
8759,stt_en_citrinet_256,?,0.0625,3660-172182-0032,NeMo,5,0.14317194744944572,82,5.325
8760,QuartzNet15x5Base-En,?,0.16666666666666666,3660-172182-0033,NeMo,1,0.2157392743974924,69,4.16
8761,QuartzNet15x5Base-En,?,0.16666666666666666,3660-172182-0033,NeMo,2,0.18548478744924068,69,4.16
8762,QuartzNet15x5Base-En,?,0.16666666666666666,3660-172182-0033,NeMo,3,0.18461519293487072,69,4.16
8763,QuartzNet15x5Base-En,?,0.16666666666666666,3660-172182-0033,NeMo,4,0.18750266544520855,69,4.16
8764,QuartzNet15x5Base-En,?,0.16666666666666666,3660-172182-0033,NeMo,5,0.18403679691255093,69,4.16
8765,stt_en_citrinet_256,?,0.3333333333333333,3660-172182-0033,NeMo,1,0.14380547404289246,69,4.16
8766,stt_en_citrinet_256,?,0.3333333333333333,3660-172182-0033,NeMo,2,0.13755547814071178,69,4.16
8767,stt_en_citrinet_256,?,0.3333333333333333,3660-172182-0033,NeMo,3,0.13153391890227795,69,4.16
8768,stt_en_citrinet_256,?,0.3333333333333333,3660-172182-0033,NeMo,4,0.1309842225164175,69,4.16
8769,stt_en_citrinet_256,?,0.3333333333333333,3660-172182-0033,NeMo,5,0.13320099748671055,69,4.16
8770,QuartzNet15x5Base-En,?,0.06666666666666667,3660-172182-0034,NeMo,1,0.32519312389194965,133,10.09
8771,QuartzNet15x5Base-En,?,0.06666666666666667,3660-172182-0034,NeMo,2,0.3179733641445637,133,10.09
8772,QuartzNet15x5Base-En,?,0.06666666666666667,3660-172182-0034,NeMo,3,0.32066604867577553,133,10.09
8773,QuartzNet15x5Base-En,?,0.06666666666666667,3660-172182-0034,NeMo,4,0.31980342604219913,133,10.09
8774,QuartzNet15x5Base-En,?,0.06666666666666667,3660-172182-0034,NeMo,5,0.3116584587842226,133,10.09
8775,stt_en_citrinet_256,?,0.06666666666666667,3660-172182-0034,NeMo,1,0.1943022981286049,133,10.09
8776,stt_en_citrinet_256,?,0.06666666666666667,3660-172182-0034,NeMo,2,0.1759601254016161,133,10.09
8777,stt_en_citrinet_256,?,0.06666666666666667,3660-172182-0034,NeMo,3,0.18209528364241123,133,10.09
8778,stt_en_citrinet_256,?,0.06666666666666667,3660-172182-0034,NeMo,4,0.17891810275614262,133,10.09
8779,stt_en_citrinet_256,?,0.06666666666666667,3660-172182-0034,NeMo,5,0.17821474373340607,133,10.09
8780,QuartzNet15x5Base-En,?,0.0,3660-172182-0035,NeMo,1,0.15005014277994633,42,2.24
8781,QuartzNet15x5Base-En,?,0.0,3660-172182-0035,NeMo,2,0.13345100916922092,42,2.24
8782,QuartzNet15x5Base-En,?,0.0,3660-172182-0035,NeMo,3,0.13743265718221664,42,2.24
8783,QuartzNet15x5Base-En,?,0.0,3660-172182-0035,NeMo,4,0.1320770587772131,42,2.24
8784,QuartzNet15x5Base-En,?,0.0,3660-172182-0035,NeMo,5,0.16340339742600918,42,2.24
8785,stt_en_citrinet_256,?,0.125,3660-172182-0035,NeMo,1,0.11794163845479488,42,2.24
8786,stt_en_citrinet_256,?,0.125,3660-172182-0035,NeMo,2,0.10801242850720882,42,2.24
8787,stt_en_citrinet_256,?,0.125,3660-172182-0035,NeMo,3,0.10799608379602432,42,2.24
8788,stt_en_citrinet_256,?,0.125,3660-172182-0035,NeMo,4,0.11214647069573402,42,2.24
8789,stt_en_citrinet_256,?,0.125,3660-172182-0035,NeMo,5,0.11568134278059006,42,2.24
8790,QuartzNet15x5Base-En,?,0.0,3660-172182-0036,NeMo,1,0.2938607204705477,133,8.81
8791,QuartzNet15x5Base-En,?,0.0,3660-172182-0036,NeMo,2,0.29073862731456757,133,8.81
8792,QuartzNet15x5Base-En,?,0.0,3660-172182-0036,NeMo,3,0.2893298305571079,133,8.81
8793,QuartzNet15x5Base-En,?,0.0,3660-172182-0036,NeMo,4,0.2719926666468382,133,8.81
8794,QuartzNet15x5Base-En,?,0.0,3660-172182-0036,NeMo,5,0.2836873661726713,133,8.81
8795,stt_en_citrinet_256,?,0.038461538461538464,3660-172182-0036,NeMo,1,0.18762647360563278,133,8.81
8796,stt_en_citrinet_256,?,0.038461538461538464,3660-172182-0036,NeMo,2,0.16662299446761608,133,8.81
8797,stt_en_citrinet_256,?,0.038461538461538464,3660-172182-0036,NeMo,3,0.16342478431761265,133,8.81
8798,stt_en_citrinet_256,?,0.038461538461538464,3660-172182-0036,NeMo,4,0.16357694938778877,133,8.81
8799,stt_en_citrinet_256,?,0.038461538461538464,3660-172182-0036,NeMo,5,0.1648355145007372,133,8.81
8800,QuartzNet15x5Base-En,?,0.3076923076923077,3660-172182-0037,NeMo,1,0.18340560980141163,70,3.865
8801,QuartzNet15x5Base-En,?,0.3076923076923077,3660-172182-0037,NeMo,2,0.16889242455363274,70,3.865
8802,QuartzNet15x5Base-En,?,0.3076923076923077,3660-172182-0037,NeMo,3,0.17367941327393055,70,3.865
8803,QuartzNet15x5Base-En,?,0.3076923076923077,3660-172182-0037,NeMo,4,0.16525140218436718,70,3.865
8804,QuartzNet15x5Base-En,?,0.3076923076923077,3660-172182-0037,NeMo,5,0.17548006772994995,70,3.865
8805,stt_en_citrinet_256,?,0.3076923076923077,3660-172182-0037,NeMo,1,0.14023161120712757,70,3.865
8806,stt_en_citrinet_256,?,0.3076923076923077,3660-172182-0037,NeMo,2,0.12958726659417152,70,3.865
8807,stt_en_citrinet_256,?,0.3076923076923077,3660-172182-0037,NeMo,3,0.1256177481263876,70,3.865
8808,stt_en_citrinet_256,?,0.3076923076923077,3660-172182-0037,NeMo,4,0.12526743486523628,70,3.865
8809,stt_en_citrinet_256,?,0.3076923076923077,3660-172182-0037,NeMo,5,0.12565340474247932,70,3.865
8810,QuartzNet15x5Base-En,?,0.08333333333333333,3660-172182-0038,NeMo,1,0.22528678737580776,117,5.845
8811,QuartzNet15x5Base-En,?,0.08333333333333333,3660-172182-0038,NeMo,2,0.21168062835931778,117,5.845
8812,QuartzNet15x5Base-En,?,0.08333333333333333,3660-172182-0038,NeMo,3,0.2169690765440464,117,5.845
8813,QuartzNet15x5Base-En,?,0.08333333333333333,3660-172182-0038,NeMo,4,0.2302021086215973,117,5.845
8814,QuartzNet15x5Base-En,?,0.08333333333333333,3660-172182-0038,NeMo,5,0.21648705750703812,117,5.845
8815,stt_en_citrinet_256,?,0.125,3660-172182-0038,NeMo,1,0.1642746888101101,117,5.845
8816,stt_en_citrinet_256,?,0.125,3660-172182-0038,NeMo,2,0.14424222521483898,117,5.845
8817,stt_en_citrinet_256,?,0.125,3660-172182-0038,NeMo,3,0.14151233434677124,117,5.845
8818,stt_en_citrinet_256,?,0.125,3660-172182-0038,NeMo,4,0.14249582402408123,117,5.845
8819,stt_en_citrinet_256,?,0.125,3660-172182-0038,NeMo,5,0.1422473806887865,117,5.845
8820,QuartzNet15x5Base-En,?,0.0,3660-172182-0039,NeMo,1,0.17844217829406261,48,2.92
8821,QuartzNet15x5Base-En,?,0.0,3660-172182-0039,NeMo,2,0.1530553735792637,48,2.92
8822,QuartzNet15x5Base-En,?,0.0,3660-172182-0039,NeMo,3,0.1592730712145567,48,2.92
8823,QuartzNet15x5Base-En,?,0.0,3660-172182-0039,NeMo,4,0.14985379204154015,48,2.92
8824,QuartzNet15x5Base-En,?,0.0,3660-172182-0039,NeMo,5,0.153870714828372,48,2.92
8825,stt_en_citrinet_256,?,0.1,3660-172182-0039,NeMo,1,0.1233541164547205,48,2.92
8826,stt_en_citrinet_256,?,0.1,3660-172182-0039,NeMo,2,0.11327195912599564,48,2.92
8827,stt_en_citrinet_256,?,0.1,3660-172182-0039,NeMo,3,0.11378123611211777,48,2.92
8828,stt_en_citrinet_256,?,0.1,3660-172182-0039,NeMo,4,0.1177360750734806,48,2.92
8829,stt_en_citrinet_256,?,0.1,3660-172182-0039,NeMo,5,0.11603324301540852,48,2.92
8830,QuartzNet15x5Base-En,?,0.0,3660-172182-0040,NeMo,1,0.16632982343435287,62,3.21
8831,QuartzNet15x5Base-En,?,0.0,3660-172182-0040,NeMo,2,0.1567857600748539,62,3.21
8832,QuartzNet15x5Base-En,?,0.0,3660-172182-0040,NeMo,3,0.15903326869010925,62,3.21
8833,QuartzNet15x5Base-En,?,0.0,3660-172182-0040,NeMo,4,0.16661792621016502,62,3.21
8834,QuartzNet15x5Base-En,?,0.0,3660-172182-0040,NeMo,5,0.1665076408535242,62,3.21
8835,stt_en_citrinet_256,?,0.0,3660-172182-0040,NeMo,1,0.13578532822430134,62,3.21
8836,stt_en_citrinet_256,?,0.0,3660-172182-0040,NeMo,2,0.12327186390757561,62,3.21
8837,stt_en_citrinet_256,?,0.0,3660-172182-0040,NeMo,3,0.12071201950311661,62,3.21
8838,stt_en_citrinet_256,?,0.0,3660-172182-0040,NeMo,4,0.1261869464069605,62,3.21
8839,stt_en_citrinet_256,?,0.0,3660-172182-0040,NeMo,5,0.12425592355430126,62,3.21
8840,QuartzNet15x5Base-En,?,0.2,116-288047-0000,NeMo,1,0.17587867565453053,55,3.345
8841,QuartzNet15x5Base-En,?,0.2,116-288047-0000,NeMo,2,0.15628042817115784,55,3.345
8842,QuartzNet15x5Base-En,?,0.2,116-288047-0000,NeMo,3,0.1595055963844061,55,3.345
8843,QuartzNet15x5Base-En,?,0.2,116-288047-0000,NeMo,4,0.1593411285430193,55,3.345
8844,QuartzNet15x5Base-En,?,0.2,116-288047-0000,NeMo,5,0.1674831546843052,55,3.345
8845,stt_en_citrinet_256,?,0.3,116-288047-0000,NeMo,1,0.13750083185732365,55,3.345
8846,stt_en_citrinet_256,?,0.3,116-288047-0000,NeMo,2,0.12336169928312302,55,3.345
8847,stt_en_citrinet_256,?,0.3,116-288047-0000,NeMo,3,0.11865592002868652,55,3.345
8848,stt_en_citrinet_256,?,0.3,116-288047-0000,NeMo,4,0.126967778429389,55,3.345
8849,stt_en_citrinet_256,?,0.3,116-288047-0000,NeMo,5,0.1271664798259735,55,3.345
8850,QuartzNet15x5Base-En,?,0.125,116-288047-0001,NeMo,1,0.22350367903709412,91,5.435
8851,QuartzNet15x5Base-En,?,0.125,116-288047-0001,NeMo,2,0.23320498876273632,91,5.435
8852,QuartzNet15x5Base-En,?,0.125,116-288047-0001,NeMo,3,0.21159816347062588,91,5.435
8853,QuartzNet15x5Base-En,?,0.125,116-288047-0001,NeMo,4,0.21838732808828354,91,5.435
8854,QuartzNet15x5Base-En,?,0.125,116-288047-0001,NeMo,5,0.1991948615759611,91,5.435
8855,stt_en_citrinet_256,?,0.125,116-288047-0001,NeMo,1,0.1491551324725151,91,5.435
8856,stt_en_citrinet_256,?,0.125,116-288047-0001,NeMo,2,0.13637954369187355,91,5.435
8857,stt_en_citrinet_256,?,0.125,116-288047-0001,NeMo,3,0.13729106821119785,91,5.435
8858,stt_en_citrinet_256,?,0.125,116-288047-0001,NeMo,4,0.13736556097865105,91,5.435
8859,stt_en_citrinet_256,?,0.125,116-288047-0001,NeMo,5,0.1342003308236599,91,5.435
8860,QuartzNet15x5Base-En,?,0.0,116-288047-0002,NeMo,1,0.17968236096203327,58,3.165
8861,QuartzNet15x5Base-En,?,0.0,116-288047-0002,NeMo,2,0.1534994449466467,58,3.165
8862,QuartzNet15x5Base-En,?,0.0,116-288047-0002,NeMo,3,0.1649072840809822,58,3.165
8863,QuartzNet15x5Base-En,?,0.0,116-288047-0002,NeMo,4,0.15644235722720623,58,3.165
8864,QuartzNet15x5Base-En,?,0.0,116-288047-0002,NeMo,5,0.15818476490676403,58,3.165
8865,stt_en_citrinet_256,?,0.0,116-288047-0002,NeMo,1,0.13002075627446175,58,3.165
8866,stt_en_citrinet_256,?,0.0,116-288047-0002,NeMo,2,0.11808686330914497,58,3.165
8867,stt_en_citrinet_256,?,0.0,116-288047-0002,NeMo,3,0.11814603954553604,58,3.165
8868,stt_en_citrinet_256,?,0.0,116-288047-0002,NeMo,4,0.11965444311499596,58,3.165
8869,stt_en_citrinet_256,?,0.0,116-288047-0002,NeMo,5,0.11595220118761063,58,3.165
8870,QuartzNet15x5Base-En,?,0.14285714285714285,116-288047-0003,NeMo,1,0.32938442192971706,144,9.49
8871,QuartzNet15x5Base-En,?,0.14285714285714285,116-288047-0003,NeMo,2,0.3152449317276478,144,9.49
8872,QuartzNet15x5Base-En,?,0.14285714285714285,116-288047-0003,NeMo,3,0.29670368507504463,144,9.49
8873,QuartzNet15x5Base-En,?,0.14285714285714285,116-288047-0003,NeMo,4,0.29662818275392056,144,9.49
8874,QuartzNet15x5Base-En,?,0.14285714285714285,116-288047-0003,NeMo,5,0.29432067833840847,144,9.49
8875,stt_en_citrinet_256,?,0.23809523809523808,116-288047-0003,NeMo,1,0.19231876358389854,144,9.49
8876,stt_en_citrinet_256,?,0.23809523809523808,116-288047-0003,NeMo,2,0.17232085205614567,144,9.49
8877,stt_en_citrinet_256,?,0.23809523809523808,116-288047-0003,NeMo,3,0.17827203124761581,144,9.49
8878,stt_en_citrinet_256,?,0.23809523809523808,116-288047-0003,NeMo,4,0.16993682831525803,144,9.49
8879,stt_en_citrinet_256,?,0.23809523809523808,116-288047-0003,NeMo,5,0.18314377032220364,144,9.49
8880,QuartzNet15x5Base-En,?,0.15789473684210525,116-288047-0004,NeMo,1,0.24389494583010674,111,5.82
8881,QuartzNet15x5Base-En,?,0.15789473684210525,116-288047-0004,NeMo,2,0.30534674786031246,111,5.82
8882,QuartzNet15x5Base-En,?,0.15789473684210525,116-288047-0004,NeMo,3,0.2987940311431885,111,5.82
8883,QuartzNet15x5Base-En,?,0.15789473684210525,116-288047-0004,NeMo,4,0.2575568649917841,111,5.82
8884,QuartzNet15x5Base-En,?,0.15789473684210525,116-288047-0004,NeMo,5,0.228816956281662,111,5.82
8885,stt_en_citrinet_256,?,0.15789473684210525,116-288047-0004,NeMo,1,0.1533991303294897,111,5.82
8886,stt_en_citrinet_256,?,0.15789473684210525,116-288047-0004,NeMo,2,0.13884031772613525,111,5.82
8887,stt_en_citrinet_256,?,0.15789473684210525,116-288047-0004,NeMo,3,0.1415758915245533,111,5.82
8888,stt_en_citrinet_256,?,0.15789473684210525,116-288047-0004,NeMo,4,0.14134399592876434,111,5.82
8889,stt_en_citrinet_256,?,0.15789473684210525,116-288047-0004,NeMo,5,0.14046968333423138,111,5.82
8890,QuartzNet15x5Base-En,?,0.08333333333333333,116-288047-0005,NeMo,1,0.18497247248888016,59,3.42
8891,QuartzNet15x5Base-En,?,0.08333333333333333,116-288047-0005,NeMo,2,0.16812744364142418,59,3.42
8892,QuartzNet15x5Base-En,?,0.08333333333333333,116-288047-0005,NeMo,3,0.16093873791396618,59,3.42
8893,QuartzNet15x5Base-En,?,0.08333333333333333,116-288047-0005,NeMo,4,0.17132111825048923,59,3.42
8894,QuartzNet15x5Base-En,?,0.08333333333333333,116-288047-0005,NeMo,5,0.16955438069999218,59,3.42
8895,stt_en_citrinet_256,?,0.08333333333333333,116-288047-0005,NeMo,1,0.14129274152219296,59,3.42
8896,stt_en_citrinet_256,?,0.08333333333333333,116-288047-0005,NeMo,2,0.127425542101264,59,3.42
8897,stt_en_citrinet_256,?,0.08333333333333333,116-288047-0005,NeMo,3,0.1255826074630022,59,3.42
8898,stt_en_citrinet_256,?,0.08333333333333333,116-288047-0005,NeMo,4,0.12656420096755028,59,3.42
8899,stt_en_citrinet_256,?,0.08333333333333333,116-288047-0005,NeMo,5,0.12259683944284916,59,3.42
8900,QuartzNet15x5Base-En,?,0.25,116-288047-0006,NeMo,1,0.1504002157598734,16,1.675
8901,QuartzNet15x5Base-En,?,0.25,116-288047-0006,NeMo,2,0.12110386416316032,16,1.675
8902,QuartzNet15x5Base-En,?,0.25,116-288047-0006,NeMo,3,0.12173747457563877,16,1.675
8903,QuartzNet15x5Base-En,?,0.25,116-288047-0006,NeMo,4,0.11903887614607811,16,1.675
8904,QuartzNet15x5Base-En,?,0.25,116-288047-0006,NeMo,5,0.12753792852163315,16,1.675
8905,stt_en_citrinet_256,?,0.5,116-288047-0006,NeMo,1,0.11566407233476639,16,1.675
