,model,num_cores,WER,sample_id,engine,run_id,time,text_len,audio_len
155,quartznet,?,0.05555555555555555,116-288045-0031,NeMo,116-288045-0031-1,0.27797763099988515,90,7.35
156,quartznet,?,0.05555555555555555,116-288045-0031,NeMo,116-288045-0031-2,0.2352244849989802,90,7.35
157,quartznet,?,0.05555555555555555,116-288045-0031,NeMo,116-288045-0031-3,0.2257490610008972,90,7.35
158,quartznet,?,0.05555555555555555,116-288045-0031,NeMo,116-288045-0031-4,0.22362049100047443,90,7.35
159,quartznet,?,0.05555555555555555,116-288045-0031,NeMo,116-288045-0031-5,0.25795834599921363,90,7.35
160,quartznet,?,0.0,116-288045-0032,NeMo,116-288045-0032-1,0.23723256999983278,94,6.75
161,quartznet,?,0.0,116-288045-0032,NeMo,116-288045-0032-2,0.22333566800080007,94,6.75
162,quartznet,?,0.0,116-288045-0032,NeMo,116-288045-0032-3,0.21986107699922286,94,6.75
163,quartznet,?,0.0,116-288045-0032,NeMo,116-288045-0032-4,0.21204707700053405,94,6.75
164,quartznet,?,0.0,116-288045-0032,NeMo,116-288045-0032-5,0.20869886299988138,94,6.75
165,citrinet,?,0.09090909090909091,116-288045-0000,NeMo,116-288045-0000-1,0.16000733100008802,182,10.65
166,citrinet,?,0.09090909090909091,116-288045-0000,NeMo,116-288045-0000-2,0.14740356800029986,182,10.65
167,citrinet,?,0.09090909090909091,116-288045-0000,NeMo,116-288045-0000-3,0.152219306999541,182,10.65
168,citrinet,?,0.09090909090909091,116-288045-0000,NeMo,116-288045-0000-4,0.21128097899963905,182,10.65
169,citrinet,?,0.09090909090909091,116-288045-0000,NeMo,116-288045-0000-5,0.13063318000058644,182,10.65
170,citrinet,?,0.0,116-288045-0001,NeMo,116-288045-0001-1,0.1472532699990552,115,8.635
171,citrinet,?,0.0,116-288045-0001,NeMo,116-288045-0001-2,0.15141131400014274,115,8.635
172,citrinet,?,0.0,116-288045-0001,NeMo,116-288045-0001-3,0.12900087399975746,115,8.635
173,citrinet,?,0.0,116-288045-0001,NeMo,116-288045-0001-4,0.15785378799955652,115,8.635
174,citrinet,?,0.0,116-288045-0001,NeMo,116-288045-0001-5,0.17755199099883612,115,8.635
175,citrinet,?,0.0,116-288045-0002,NeMo,116-288045-0002-1,0.14490024500082654,142,9.625
176,citrinet,?,0.0,116-288045-0002,NeMo,116-288045-0002-2,0.20808771399970283,142,9.625
177,citrinet,?,0.0,116-288045-0002,NeMo,116-288045-0002-3,0.1754802360010217,142,9.625
178,citrinet,?,0.0,116-288045-0002,NeMo,116-288045-0002-4,0.17461828500017873,142,9.625
179,citrinet,?,0.0,116-288045-0002,NeMo,116-288045-0002-5,0.15276320300108637,142,9.625
180,citrinet,?,0.1,116-288045-0003,NeMo,116-288045-0003-1,0.11959693800054083,54,3.66
181,citrinet,?,0.1,116-288045-0003,NeMo,116-288045-0003-2,0.12536957100019208,54,3.66
182,citrinet,?,0.1,116-288045-0003,NeMo,116-288045-0003-3,0.10406271000101697,54,3.66
183,citrinet,?,0.1,116-288045-0003,NeMo,116-288045-0003-4,0.09926290699877427,54,3.66
